DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
285,9,3,3,4,0,1296,448,0,400,448,896,400,448,0,0,400,0,0,448,0,384,1296,0,448,0,400,0,0,0,448,0,0,1,2,39,1,1,0,4,39,37,17,99,99,99,99,99,99,99,99,99,13,1,0,1,1,9,0,2,7046,624,10442,35629,999999.0,9999999.0,951,131958,1118,102131,999999,9999999,3954,660,0,5492,1365,0,2659,26113,9999999.0,9999999.0,9999999.0,0,131958,0,21601,0,80530,9999999
286,9,4,10,2,1,2000,0,0,400,1600,1600,400,0,0,0,400,0,0,1600,0,1600,400,0,0,0,400,0,0,1600,0,0,0,0,1,58,0,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,53,1,1,0,0,9,2,2,682,3875,5096,17388,501.0,51553.0,999999,9999999,999999,9999999,999999,9999999,0,242,0,1322,8958,0,1535,5573,14092.0,37461.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
287,9,4,5,1,1,1311,0,0,250,1061,1061,250,0,0,0,250,0,0,1061,0,396,915,0,0,0,250,0,0,396,665,0,0,0,2,48,2,0,0,1,48,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,15,2,3,1888,1604,8661,29551,697.0,71721.0,999999,9999999,999999,9999999,999999,9999999,3690,616,0,3612,4269,0,1268,20402,5130.0,31527.0,35064.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
288,9,2,5,4,1,2880,1040,0,400,1440,2240,640,1040,0,0,400,0,0,1200,240,0,2880,0,1040,0,400,0,0,0,1440,0,0,1,2,84,1,1,0,2,84,99,99,99,99,99,99,99,99,99,99,99,74,0,1,0,0,9,0,2,7121,134,8215,28030,704.0,72442.0,999999,9999999,999999,9999999,999999,9999999,3427,572,3918,8149,0,0,0,19881,0.0,19387.0,53055.0,9999999,9999999,9999999,9999999,9999999,9999999,30000
289,9,3,2,1,0,3975,1325,1325,0,1325,2617,1358,1292,33,0,0,0,1325,1325,0,1988,3975,0,1325,0,0,0,1325,0,1325,0,0,0,1,45,2,1,0,4,45,47,17,99,99,99,99,99,99,99,99,99,13,1,0,0,0,24,0,2,6299,920,14556,49666,999999.0,9999999.0,904,125435,999999,9999999,999999,9999999,4095,684,4681,12173,7475,0,0,30018,9999999.0,9999999.0,9999999.0,0,88092,37343,9999999,9999999,9999999,9999999
290,9,3,5,1,1,581,0,0,0,581,0,581,0,0,0,0,0,0,0,581,0,581,0,0,0,0,0,0,0,581,1,0,0,2,54,1,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,1,1,0,5,4070,449,4929,16818,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,718,0,3929,0,6622,0,6267,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
291,9,1,2,1,1,1860,620,0,0,1240,1845,16,605,16,0,0,0,0,1240,0,0,1860,0,620,0,0,0,0,0,1240,0,0,0,1,62,2,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,1,0,1,0,9,0,2,6499,912,1684,5745,697.0,71732.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1806,0,0,0,3939,2628.0,4998.0,64106.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
292,9,1,5,3,1,1053,0,0,0,1053,1053,0,0,0,0,0,0,0,1053,0,176,1053,0,0,0,0,0,0,0,1053,0,0,0,1,34,2,0,0,1,34,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8,0,2,6128,1017,2464,8407,1139.0,117231.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2050,1402,0,0,4955,14149.0,22303.0,80779.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
293,9,1,5,3,1,888,0,0,0,888,888,0,0,0,0,0,0,0,888,0,888,0,0,0,0,0,0,0,888,0,0,0,0,2,32,2,1,0,2,32,99,99,99,99,99,99,99,99,99,99,99,28,1,0,0,0,9,0,5,4884,1268,4120,14058,451.0,46404.0,999999,9999999,999999,9999999,999999,9999999,0,453,0,2790,2518,0,0,8750,3876.0,10455.0,32073.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
294,9,3,3,1,1,2256,540,540,0,1176,1176,1080,0,540,0,0,0,540,1176,0,2256,1080,0,540,0,0,0,540,1176,0,0,0,1,1,20,2,0,1,3,20,2,99,99,99,99,99,99,99,99,99,99,1,1,0,0,1,5,0,3,5021,1289,3881,13242,724.0,74491.0,999999,9999999,999999,9999999,999999,9999999,0,402,0,842,2462,0,0,9938,0.0,23814.0,50677.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
295,9,1,4,1,1,1412,0,0,250,1162,1412,0,0,0,250,0,0,0,1162,0,0,1412,0,0,0,250,0,0,0,1162,0,0,1,2,65,1,1,0,2,65,99,99,99,99,99,99,99,99,99,99,99,53,1,1,0,0,23,0,2,6464,279,5295,18068,1574.0,161965.0,999999,9999999,999999,9999999,999999,9999999,2804,468,0,6621,0,0,0,11447,0.0,37097.0,124868.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
296,9,2,8,1,0,2922,650,0,650,1622,2272,650,0,650,650,0,0,0,1622,0,852,2922,0,650,0,650,0,0,0,1622,0,0,1,1,35,1,1,0,4,35,35,35,99,99,99,99,99,99,99,99,99,1,1,0,0,0,21,0,2,6831,687,13155,44885,999999.0,9999999.0,1222,169479,69,6268,999999,9999999,5041,842,5763,2150,2425,0,0,40310,9999999.0,9999999.0,9999999.0,0,121377,48102,6268,0,0,9999999
297,9,4,2,3,1,1520,0,0,250,1270,847,673,0,0,0,250,0,0,847,423,451,1069,0,0,0,250,0,0,451,819,0,0,0,1,45,2,1,0,3,45,56,99,99,99,99,99,99,99,99,99,99,10,1,0,0,0,19,2,2,1043,959,11638,39709,554.0,57007.0,999999,9999999,999999,9999999,999999,9999999,0,714,4885,4668,3690,0,0,31351,14458.0,27826.0,14723.0,9999999,9999999,9999999,9999999,9999999,9999999,40000
298,9,1,5,1,0,416,0,0,0,416,416,0,0,0,0,0,0,0,416,0,139,416,0,0,0,0,0,0,0,416,0,0,0,2,25,0,0,0,1,25,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,5,0,5,4513,1063,7088,24184,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,3003,1705,5760,7711,6005,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
299,9,1,1,1,1,1414,667,0,0,747,560,854,0,667,0,0,0,0,560,187,0,1414,0,667,0,0,0,0,0,747,0,0,1,1,32,1,1,0,5,32,33,11,7,99,99,99,99,99,99,99,99,1,1,0,0,0,13,0,2,6418,932,3556,12132,1372.0,141179.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2809,0,0,0,9323,18429.0,30728.0,92022.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
300,9,1,7,2,1,1418,0,0,0,1418,1418,0,0,0,0,0,0,0,1418,0,1418,0,0,0,0,0,0,0,1418,0,0,0,0,2,54,2,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7,0,4,6849,855,5691,19418,467.0,48054.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,5538,3169,0,0,10711,0.0,3658.0,44396.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
301,9,2,5,1,0,319,0,0,0,319,319,0,0,0,0,0,0,0,319,0,0,319,0,0,0,0,0,0,0,319,0,0,1,2,32,1,1,1,3,32,26,99,99,99,99,99,99,99,99,99,99,1,0,0,1,1,5,0,5,6251,805,5871,20030,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1085,0,6791,6145,6009,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
302,9,1,2,1,1,2750,648,648,0,1454,2733,16,648,0,0,0,632,16,1454,0,2750,16,648,0,0,0,632,16,1454,0,0,0,0,1,41,2,0,0,2,41,99,99,99,99,99,99,99,99,99,99,99,41,1,0,0,0,24,0,2,4542,1596,11917,40660,396.0,40748.0,999999,9999999,999999,9999999,10,1379,1972,0,0,9405,9556,0,0,21699,2614.0,10734.0,27400.0,9999999,9999999,9999999,9999999,9999999,9999999,5000
303,9,3,1,4,0,1802,0,0,0,1802,1802,0,0,0,0,0,0,0,1802,0,257,1802,0,0,0,0,0,0,0,1802,0,0,0,2,26,2,1,0,2,26,99,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,22,0,2,6301,965,7210,24601,999999.0,9999999.0,999999,9999999,640,58483,999999,9999999,0,0,5010,4007,1915,0,0,18679,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,5690,38613,14180,9999999
304,9,3,1,3,1,4914,1638,0,0,3276,3276,1638,0,1638,0,0,0,0,3276,0,2184,4914,0,1638,0,0,0,0,0,3276,0,0,0,2,25,2,0,1,9,25,24,23,23,21,20,20,20,99,99,99,99,20,1,0,1,0,20,1,2,5469,1158,9105,31066,1794.0,184603.0,999999,9999999,999999,9999999,999999,9999999,0,476,0,5406,4688,0,0,20972,16950.0,50116.0,117537.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
305,9,2,4,4,0,2205,735,0,0,1470,2205,0,735,0,0,0,0,0,1470,0,368,2205,0,735,0,0,0,0,0,1470,0,0,0,2,56,2,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,15,0,2,7498,456,6831,23307,999999.0,9999999.0,369,51134,707,64570,999999,9999999,2552,0,0,4377,1478,0,0,17452,9999999.0,9999999.0,9999999.0,0,51134,0,4157,44915,15498,9999999
306,9,2,5,4,0,3142,0,0,650,2492,1780,1362,0,0,0,650,0,0,1780,712,0,3142,0,0,0,650,0,0,0,2492,0,0,1,1,50,2,1,0,2,50,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,16,0,2,7083,142,23516,80237,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,5835,975,0,16168,0,12716,9820,41533,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,60000
307,9,1,1,1,1,169,0,0,0,169,169,0,0,0,0,0,0,0,169,0,0,169,0,0,0,0,0,0,0,169,0,0,1,1,48,1,0,0,1,48,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,3,0,5,5691,761,1270,4333,287.0,29505.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1498,0,0,0,2835,0.0,0.0,29505.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
308,9,7,11,1,0,1856,0,0,400,1456,1456,400,0,0,0,400,0,0,1456,0,1456,400,0,0,0,400,0,0,1456,0,1,0,1,2,32,2,1,0,5,32,31,7,4,99,99,99,99,99,99,99,99,3,1,0,0,0,9,4,2,1078,2643,27667,94401,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4992,834,0,4050,28687,16012,3497,42155,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
309,9,1,4,3,1,1591,0,0,400,1191,1191,400,0,0,0,400,0,0,1191,0,1191,400,0,0,0,400,0,0,1191,0,0,0,0,1,83,1,0,0,1,83,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6,0,2,4215,2022,8006,27316,1428.0,146941.0,999999,9999999,999999,9999999,999999,9999999,0,543,4712,3342,8197,0,0,15777,16543.0,26077.0,104321.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
310,9,9,4,1,1,5600,1120,1120,0,3360,4480,1120,1120,0,0,0,0,1120,3360,0,5600,1120,1120,0,0,0,0,1120,3360,0,0,0,0,2,28,2,1,0,2,28,99,99,99,99,99,99,99,99,99,99,99,27,1,0,0,0,16,0,2,6285,1106,10158,34659,906.0,93227.0,999999,9999999,999999,9999999,999999,9999999,3742,625,0,2841,9531,0,0,22287,4665.0,19157.0,69405.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
311,9,7,5,3,0,625,0,0,0,625,0,625,0,0,0,0,0,0,0,625,250,625,0,0,0,0,0,0,0,625,0,0,1,2,35,2,1,1,5,35,32,32,6,99,99,99,99,99,99,99,99,2,1,0,0,0,4,4,4,93,4472,8264,28197,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2624,6941,10267,0,8365,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
312,9,1,5,3,1,2596,0,0,400,2196,2196,400,0,0,0,400,0,0,2196,0,2196,400,0,0,0,400,0,0,2196,0,0,0,0,1,35,2,1,0,4,35,38,14,99,99,99,99,99,99,99,99,99,12,1,0,0,0,14,0,2,6147,1102,4830,16480,742.0,76312.0,999999,9999999,999999,9999999,999999,9999999,0,359,0,1964,3275,0,0,11241,11355.0,18783.0,46174.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
313,9,1,4,4,1,5778,1296,2241,400,1841,3137,2641,1296,0,0,400,0,2241,1841,0,5378,2641,1296,0,0,400,0,2241,1841,0,0,0,0,2,74,1,1,0,2,74,99,99,99,99,99,99,99,99,99,99,99,73,0,1,0,0,4,0,2,6358,1057,9361,31940,871.0,89626.0,999999,9999999,999999,9999999,999999,9999999,0,614,4204,2793,9733,0,0,19414,6576.0,20870.0,62180.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
314,9,3,3,1,1,2534,0,1067,400,1067,1067,1467,0,0,0,400,0,1067,1067,0,2134,1467,0,0,0,400,0,1067,1067,0,0,0,1,2,50,2,1,0,2,50,99,99,99,99,99,99,99,99,99,99,99,42,1,0,0,0,13,3,2,1103,2828,21295,72659,597.0,61431.0,999999,9999999,999999,9999999,999999,9999999,4631,0,6713,3757,25683,0,0,43219,0.0,41610.0,19821.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
315,9,1,5,3,1,2880,0,1440,0,1440,1440,1440,0,0,0,0,0,1440,1440,0,2880,1440,0,0,0,0,0,1440,1440,0,0,0,1,1,30,2,0,0,2,30,99,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,10,0,2,3051,2166,12470,42548,547.0,56286.0,999999,9999999,999999,9999999,999999,9999999,3336,557,0,1423,14234,0,7431,19460,0.0,56286.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,5000
316,9,3,5,1,1,1316,0,0,400,916,916,400,0,0,0,400,0,0,916,0,305,1316,0,0,0,400,0,0,0,916,0,0,1,2,70,1,1,0,3,70,68,99,99,99,99,99,99,99,99,99,99,36,0,1,0,0,10,0,2,7126,513,11820,40330,771.0,79336.0,999999,9999999,999999,9999999,999999,9999999,4784,0,5469,9277,1239,0,0,29814,0.0,20234.0,59102.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
317,9,2,9,2,1,2568,0,0,400,2168,2168,400,0,0,0,400,0,0,2168,0,745,1823,0,0,0,400,0,0,745,1423,0,0,1,1,31,1,1,0,4,31,31,7,99,99,99,99,99,99,99,99,99,4,1,0,0,0,16,0,2,5179,1052,11715,39972,1040.0,107016.0,999999,9999999,999999,9999999,999999,9999999,4158,695,0,7247,3205,0,0,29520,0.0,41697.0,65319.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
318,9,1,4,2,1,3568,0,651,400,2517,2517,1051,0,0,0,400,0,651,2517,0,3168,651,0,0,400,0,0,651,2517,0,0,0,1,2,78,1,1,0,2,78,99,99,99,99,99,99,99,99,99,99,99,77,0,1,0,0,12,0,2,5941,1206,8070,27535,1411.0,145192.0,999999,9999999,999999,9999999,999999,9999999,0,724,0,4460,10506,0,2629,9940,18616.0,30043.0,96533.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
319,9,3,5,1,1,1806,0,0,400,1406,1055,752,0,0,0,400,0,0,1055,352,1406,400,0,0,0,400,0,0,1406,0,0,0,1,1,68,1,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,68,0,1,0,0,15,0,2,5747,977,26441,90217,81.0,8335.0,999999,9999999,999999,9999999,999999,9999999,5370,897,0,9613,16074,15084,14801,34645,0.0,0.0,8335.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
320,9,3,5,3,1,3881,0,0,400,3481,3481,400,0,0,0,400,0,0,3481,0,3481,400,0,0,0,400,0,0,3481,0,1,0,1,1,58,2,1,0,3,58,86,99,99,99,99,99,99,99,99,99,99,62,1,1,0,0,24,0,2,4109,1287,16824,57403,1034.0,106399.0,999999,9999999,999999,9999999,999999,9999999,3992,667,0,7755,14137,0,1990,33521,0.0,33431.0,72968.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
321,9,7,3,2,0,3712,0,1856,400,1456,1456,2256,0,0,0,400,0,1856,1456,0,3312,2256,0,0,0,400,0,1856,1456,0,0,0,0,1,46,2,0,0,2,46,99,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,7,4,2,1180,2666,19495,66518,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3989,666,0,3906,21960,8694,2876,29082,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
322,9,2,9,1,1,418,0,0,0,418,0,418,0,0,0,0,0,0,0,418,0,418,0,0,0,0,0,0,0,418,0,0,0,1,56,2,1,0,2,56,99,99,99,99,99,99,99,99,99,99,99,51,1,0,0,0,10,0,2,0,4839,1381,4712,73.0,7512.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1164,0,0,0,3548,0.0,7512.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
323,9,3,8,2,1,1337,0,0,0,1337,1337,0,0,0,0,0,0,0,1337,0,1337,0,0,0,0,0,0,0,1337,0,0,0,1,1,82,1,0,0,1,82,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6,0,4,6059,1172,6671,22761,1075.0,110618.0,999999,9999999,999999,9999999,999999,9999999,0,644,4410,3776,4332,0,0,14653,13559.0,21374.0,75685.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
324,9,3,6,4,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0,0,0,0,1,46,2,1,0,2,46,99,99,99,99,99,99,99,99,99,99,99,42,1,0,0,0,17,0,1,5499,966,6411,21874,999999.0,9999999.0,999999,9999999,434,39598,999999,9999999,2364,0,0,2431,3907,5152,0,10384,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,3993,35605,0,9999999
325,9,4,6,3,1,2475,0,0,650,1825,913,1563,0,0,0,650,0,0,913,913,0,2475,0,0,0,650,0,0,0,1825,0,0,0,1,55,2,1,0,4,55,58,7,99,99,99,99,99,99,99,99,99,7,1,0,0,0,23,2,2,2471,52,5423,18503,433.0,44556.0,999999,9999999,999999,9999999,999999,9999999,0,375,2564,3776,0,0,0,14727,11338.0,21805.0,11413.0,9999999,9999999,9999999,9999999,9999999,9999999,5000
326,9,3,5,2,1,1792,0,0,0,1792,1792,0,0,0,0,0,0,0,1792,0,1792,0,0,0,0,0,0,0,1792,0,0,0,1,2,68,0,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,70,1,1,0,0,8,0,2,4138,1633,11159,38075,633.0,65136.0,999999,9999999,999999,9999999,10,1350,4200,701,4801,3189,9405,0,0,25481,0.0,19218.0,45918.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
327,9,4,6,2,1,803,0,0,0,803,803,0,0,0,0,0,0,0,803,0,803,0,0,0,0,0,0,0,803,0,0,0,0,2,40,2,0,0,1,40,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12,4,5,164,4151,15635,53345,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4914,0,0,4493,24414,7572,2103,14763,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
328,9,3,4,1,1,2976,1238,0,250,1488,2726,250,1238,0,0,250,0,0,1488,0,0,2976,0,1238,0,250,0,0,0,1488,0,0,0,2,35,1,1,0,4,35,37,3,99,99,99,99,99,99,99,99,99,2,1,0,0,0,17,0,2,6012,918,12678,43257,1281.0,131815.0,999999,9999999,999999,9999999,999999,9999999,4532,757,0,9319,0,0,0,33938,10147.0,40832.0,80836.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
329,9,3,2,1,1,1512,421,421,250,421,841,671,421,0,0,250,0,421,421,0,252,1512,0,421,0,250,0,421,0,421,0,0,1,1,29,0,1,0,4,29,29,6,99,99,99,99,99,99,99,99,99,2,1,0,0,0,10,0,2,5962,1101,9363,31947,866.0,89159.0,999999,9999999,999999,9999999,999999,9999999,3589,599,0,3282,2372,0,0,26293,0.0,28914.0,60245.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
330,9,3,3,1,1,2592,1296,0,0,1296,2560,32,1264,32,0,0,0,0,1296,0,2592,0,1296,0,0,0,0,0,1296,0,0,0,1,2,66,1,1,0,2,66,99,99,99,99,99,99,99,99,99,99,99,66,1,1,0,0,12,0,2,6928,634,10535,35945,999999.0,9999999.0,324,44936,999999,9999999,999999,9999999,3759,628,4298,3610,2183,7456,0,22696,9999999.0,9999999.0,9999999.0,0,44936,0,9999999,9999999,9999999,9999999
331,9,2,6,3,1,713,0,0,0,713,713,0,0,0,0,0,0,0,713,0,713,0,0,0,0,0,0,0,713,0,0,0,0,1,22,2,0,0,1,22,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6,3,5,1925,2760,9206,31410,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,3351,8574,6366,6171,6948,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
332,9,1,3,1,1,884,0,0,0,884,884,0,0,0,0,0,0,0,884,0,442,884,0,0,0,0,0,0,0,884,0,0,1,1,35,1,0,1,2,35,99,99,99,99,99,99,99,99,99,99,99,14,0,0,1,1,1,1,5,4699,1754,5650,19278,104.0,10726.0,945,131004,999999,9999999,999999,9999999,0,0,0,4150,4305,0,0,10823,10726.0,0.0,0.0,0,96472,34532,9999999,9999999,9999999,9999999
333,9,3,9,3,0,9288,0,4644,400,4244,606,8682,0,0,0,400,0,4644,606,3638,2675,8011,0,0,0,400,0,4644,1277,2967,1,0,0,1,71,1,1,0,2,71,99,99,99,99,99,99,99,99,99,99,99,74,1,1,0,0,11,0,2,3223,1673,21253,72515,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4595,767,6660,7121,8825,9113,8552,38904,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,20000
334,9,1,1,4,0,6195,255,1980,650,3310,1891,4304,0,255,0,650,0,1980,1891,1419,792,6195,0,255,0,650,0,1980,0,3310,0,0,1,2,68,2,1,0,2,68,99,99,99,99,99,99,99,99,99,99,99,68,1,0,0,0,7,0,2,6134,790,19569,66769,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,1440,0,6233,3050,24212,0,33274,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
335,9,1,10,3,1,4976,0,1525,400,3051,1387,3589,0,0,0,400,0,1525,1387,1664,1874,3727,0,0,0,400,0,1525,1249,1802,0,0,0,1,38,2,0,0,3,38,7,99,99,99,99,99,99,99,99,99,99,3,1,0,0,0,16,3,2,1896,2433,16722,57055,686.0,70589.0,999999,9999999,999999,9999999,999999,9999999,0,693,0,7236,21436,0,0,28383,18533.0,30341.0,21715.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
336,9,7,4,1,0,912,0,0,0,912,0,912,0,0,0,0,0,0,0,912,0,912,0,0,0,0,0,0,0,912,0,0,1,1,79,1,0,0,2,79,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,5,0,5,0,5518,5370,18322,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,2649,442,0,3826,0,7441,0,7055,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
337,9,3,7,1,1,848,0,0,0,848,848,0,0,0,0,0,0,0,848,0,848,0,0,0,0,0,0,0,848,0,0,0,0,1,55,2,0,0,1,55,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,13,0,5,6789,1029,3517,12000,36.0,3704.0,999999,9999999,184,16790,999999,9999999,1789,299,0,1751,1641,3904,0,4704,0.0,0.0,3704.0,9999999,9999999,9999999,0,0,16790,9999999
338,9,3,7,2,1,1282,0,0,400,882,882,400,0,0,0,400,0,0,882,0,882,400,0,0,0,400,0,0,882,0,0,0,1,1,80,1,1,0,2,80,99,99,99,99,99,99,99,99,99,99,99,79,0,1,0,0,13,0,2,4966,1505,14623,49894,778.0,80056.0,999999,9999999,999999,9999999,999999,9999999,9211,843,0,8792,13022,0,2767,25313,0.0,28675.0,51381.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
339,9,1,1,1,1,1011,0,0,0,1011,1011,0,0,0,0,0,0,0,1011,0,505,1011,0,0,0,0,0,0,0,1011,0,0,0,2,22,2,0,1,7,22,21,22,21,22,31,99,99,99,99,99,99,32,1,0,0,0,9,0,5,4407,1367,4434,15129,377.0,38824.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2266,1379,5845,0,5639,6506.0,0.0,32318.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
340,9,1,1,1,1,693,0,0,0,693,693,0,0,0,0,0,0,0,693,0,347,693,0,0,0,0,0,0,0,693,0,0,1,2,43,1,1,1,4,43,32,1,99,99,99,99,99,99,99,99,99,1,1,0,0,0,5,1,4,4619,1552,2608,8898,52.0,5351.0,165,22857,999999,9999999,999999,9999999,0,0,0,1107,2687,0,0,5104,5351.0,0.0,0.0,0,0,22857,9999999,9999999,9999999,5000
341,9,1,5,4,0,1170,0,0,250,920,736,434,0,0,0,250,0,0,736,184,920,250,0,0,0,250,0,0,920,0,0,0,1,1,58,1,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,57,1,1,0,0,8,0,2,3448,1832,13736,46867,999999.0,9999999.0,999999,9999999,525,47976,999999,9999999,3094,517,3538,3029,9562,9551,3598,21127,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,47976,0,80000
