DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD
3089,9,3,8,1,1,3276,1638,0,0,1638,2184,1092,1638,0,0,0,0,0,546,1092,3276,1638,0,1638,0,0,0,0,1638,0,0,0,0,2,73,1,1,1,2,73,99,99,99,99,99,99,99,99,99,99,99,66,1,1,0,0,5,0,2,6434,850,18675,63719,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,5893,984,0,10269,5930,11687,3791,32042,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3090,9,3,5,1,1,820,0,0,0,820,820,0,0,0,0,0,0,0,820,0,0,820,0,0,0,0,0,0,0,820,0,0,1,1,79,1,0,0,1,79,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,0,4,2,1,1030,1052,2645,9024,404.0,41529.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,1783,0,0,2656,4585,4470.0,22439.0,14620.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3091,9,4,4,2,1,1512,0,0,250,1262,252,1260,0,0,0,250,0,0,252,1010,0,1512,0,0,0,250,0,0,0,1262,0,0,0,1,30,2,1,1,5,30,36,14,10,99,99,99,99,99,99,99,99,6,1,0,0,0,5,2,2,2128,1557,6229,21253,177.0,18213.0,999999,9999999,999999,9999999,999999,9999999,4382,0,2744,1947,0,0,0,19306,0.0,11280.0,6933.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3092,9,3,5,1,1,672,0,0,0,672,0,672,0,0,0,0,0,0,0,672,0,672,0,0,0,0,0,0,0,672,0,0,0,1,75,2,1,0,2,75,99,99,99,99,99,99,99,99,99,99,99,71,1,0,0,0,4,1,5,6558,842,2625,8955,53.0,5466.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2657,0,0,0,6298,5466.0,0.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3093,9,1,5,2,0,4600,0,2300,400,1900,1900,2700,0,0,0,400,0,2300,1900,0,4200,2700,0,0,0,400,0,2300,1900,0,0,0,1,1,56,2,1,0,3,56,84,99,99,99,99,99,99,99,99,99,99,56,1,1,0,0,19,3,2,1147,2916,29099,99286,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4897,818,7098,8954,33725,12333,7295,36979,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3094,9,4,5,1,1,1957,0,0,400,1557,1557,400,0,0,0,400,0,0,1557,0,0,1957,0,0,0,400,0,0,0,1557,0,0,1,1,27,2,0,1,4,27,48,46,99,99,99,99,99,99,99,99,99,12,1,0,0,0,23,2,2,1033,1049,5200,17742,364.0,37456.0,999999,9999999,999999,9999999,999999,9999999,2332,389,0,4131,0,0,0,13611,5677.0,22842.0,8937.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3095,9,1,1,1,1,3627,1209,0,0,2418,3627,0,1209,0,0,0,0,0,2418,0,1360,3627,0,1209,0,0,0,0,0,2418,0,0,1,1,54,2,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8,0,2,6525,906,3154,10761,1823.0,187587.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,2611,1359,0,0,6791,15253.0,24044.0,148290.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3096,9,3,9,3,0,1142,0,0,0,1142,1142,0,0,0,0,0,0,0,1142,0,1142,0,0,0,0,0,0,0,1142,0,0,0,1,2,65,1,1,0,5,65,57,26,24,99,99,99,99,99,99,99,99,1,0,1,0,1,7,0,5,2116,2325,13283,45322,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,2285,382,0,5242,10212,10791,2060,17017,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3097,9,2,5,4,0,1968,0,984,0,984,492,1476,0,0,0,0,0,984,492,492,1640,1968,0,0,0,0,0,984,0,984,0,0,0,1,50,2,0,0,2,50,99,99,99,99,99,99,99,99,99,99,99,20,1,0,0,0,19,0,2,1584,2887,29031,99055,999999.0,9999999.0,999999,9999999,100,9156,999999,9999999,5806,0,8417,5684,34167,17920,7287,33997,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9156,0,0,9999999
3098,9,3,9,4,1,1568,0,0,0,1568,1568,0,0,0,0,0,0,0,1568,0,0,1568,0,0,0,0,0,0,0,1568,0,0,1,1,46,2,1,0,4,46,40,20,99,99,99,99,99,99,99,99,99,17,1,0,0,0,2,0,1,5166,992,4989,17022,638.0,65688.0,999999,9999999,999999,9999999,999999,9999999,2052,343,2974,1876,0,0,0,15146,5993.0,24115.0,35580.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3099,9,3,5,4,1,1158,486,0,0,672,672,486,0,486,0,0,0,0,672,0,290,1158,0,486,0,0,0,0,0,672,0,0,0,1,33,0,1,0,5,33,39,13,11,99,99,99,99,99,99,99,99,10,1,0,1,0,6,0,2,6824,905,8278,28243,811.0,83455.0,999999,9999999,999999,9999999,999999,9999999,5539,0,0,5034,1676,0,0,21533,0.0,29140.0,54315.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3100,9,2,1,2,1,3600,1200,1200,0,1200,2160,1440,1200,0,0,0,0,1200,960,240,2160,3600,0,1200,0,0,0,1200,0,1200,0,0,1,2,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,52,1,0,0,0,15,0,2,4343,1815,5821,19861,999999.0,9999999.0,715,99163,999999,9999999,999999,9999999,2141,0,0,1600,3854,0,0,14407,9999999.0,9999999.0,9999999.0,0,72518,26645,9999999,9999999,9999999,5000
3101,9,3,10,4,0,4215,1680,0,400,2135,3281,934,1680,0,0,400,0,0,1601,534,1385,1760,1680,0,0,400,0,0,775,1360,0,0,1,2,60,2,1,0,2,60,99,99,99,99,99,99,99,99,99,99,99,60,1,1,0,0,24,0,2,5654,1533,9696,33083,999999.0,9999999.0,999999,9999999,2386,217913,999999,9999999,0,513,3513,5760,5425,0,0,21898,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,7720,152177,58016,9999999
3102,9,4,5,3,1,1811,0,0,250,1561,1561,250,0,0,0,250,0,0,1561,0,1561,250,0,0,0,250,0,0,1561,0,0,0,1,1,64,1,1,0,4,64,54,22,99,99,99,99,99,99,99,99,99,19,0,1,0,0,24,2,3,1252,1246,6844,23352,397.0,40851.0,999999,9999999,999999,9999999,999999,9999999,0,343,0,3340,5311,0,0,14701,10611.0,20407.0,9833.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3103,9,2,8,3,1,1033,0,0,400,633,633,400,0,0,0,400,0,0,633,0,633,400,0,0,0,400,0,0,633,0,0,0,0,2,35,2,0,0,1,35,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,14,2,2,1930,1433,5392,18398,408.0,41983.0,999999,9999999,999999,9999999,999999,9999999,2528,422,0,1078,4417,0,0,12903,3507.0,21554.0,16922.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3104,9,2,1,2,1,3042,864,0,0,2178,1867,1175,0,864,0,0,0,0,1867,311,1304,3042,0,864,0,0,0,0,0,2178,1,0,1,1,36,2,1,0,3,36,39,99,99,99,99,99,99,99,99,99,99,4,1,0,0,0,22,0,2,6420,758,13336,45502,1661.0,170917.0,999999,9999999,999999,9999999,999999,9999999,5461,912,0,5244,3003,0,0,37255,8892.0,38702.0,123323.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3105,9,9,4,1,1,1600,0,0,0,1600,1333,267,0,0,0,0,0,0,1333,267,1600,0,0,0,0,0,0,0,1600,0,0,0,1,1,78,1,0,0,1,78,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6,3,2,2345,2478,7722,26347,556.0,57242.0,999999,9999999,999999,9999999,999999,9999999,3154,0,0,2884,9269,0,0,14194,0.0,20725.0,36517.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3106,9,1,8,4,0,5376,2688,0,400,2288,5376,0,2688,0,400,0,0,0,2288,0,4976,3088,0,2688,0,400,0,0,2288,0,0,0,1,1,64,1,0,0,1,64,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6,0,2,5758,1086,7201,24571,999999.0,9999999.0,999999,9999999,1026,93693,999999,9999999,1563,457,3130,7359,2023,0,0,15189,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,74483,19210,20000
3107,9,3,5,1,1,1680,0,0,0,1680,1680,0,0,0,0,0,0,0,1680,0,1680,0,0,0,0,0,0,0,1680,0,0,0,0,1,31,2,1,0,4,31,38,18,99,99,99,99,99,99,99,99,99,2,1,0,0,0,23,0,2,1636,3366,33149,113104,0.0,0.0,999999,9999999,999999,9999999,999999,9999999,5744,959,0,8295,31773,25069,9810,38157,0.0,0.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3108,9,3,3,3,1,3968,1984,0,400,1584,3568,400,1984,0,0,400,0,0,1584,0,0,3968,0,1984,0,400,0,0,0,1584,0,0,1,2,82,1,1,0,2,82,99,99,99,99,99,99,99,99,99,99,99,79,0,1,0,0,9,0,2,4035,461,8378,28586,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,1843,308,2107,4554,0,5177,4900,13955,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3109,9,1,4,1,1,646,0,0,0,646,646,0,0,0,0,0,0,0,646,0,161,646,0,0,0,0,0,0,0,646,0,0,1,1,23,0,0,0,3,23,6,99,99,99,99,99,99,99,99,99,99,2,1,0,1,1,7,0,4,4142,2193,11251,38388,1126.0,115865.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,4310,4200,13382,2724,13772,12667.0,0.0,103198.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3110,9,3,8,3,0,5898,1885,0,400,3613,3613,2285,0,1885,0,400,0,0,3613,0,5498,2285,0,1885,0,400,0,0,3613,0,0,0,0,2,49,2,1,0,5,49,44,15,7,99,99,99,99,99,99,99,99,7,1,0,0,0,24,1,2,5500,1062,16326,55704,999999.0,9999999.0,1088,150895,999999,9999999,999999,9999999,5810,531,0,7399,9303,0,0,39002,9999999.0,9999999.0,9999999.0,0,104312,46583,9999999,9999999,9999999,9999999
3111,9,2,4,2,0,3552,1776,0,400,1376,1376,2176,0,1776,0,400,0,0,1376,0,0,3552,0,1776,0,400,0,0,0,1376,0,0,0,1,36,2,1,0,2,36,99,99,99,99,99,99,99,99,99,99,99,36,1,0,0,0,22,0,2,6084,825,3518,12003,999999.0,9999999.0,969,134391,999999,9999999,999999,9999999,1093,320,2189,3678,0,0,0,8325,9999999.0,9999999.0,9999999.0,0,102867,31524,9999999,9999999,9999999,5000
3112,2,3,1,2,1,1661,144,0,0,1517,1517,144,0,144,0,0,0,0,1517,0,369,1661,0,144,0,0,0,0,0,1517,0,0,1,1,29,1,1,0,5,29,28,10,9,99,99,99,99,99,99,99,99,1,1,0,0,0,8,0,2,7155,821,16192,55247,1038.0,106810.0,999999,9999999,999999,9999999,999999,9999999,7586,0,0,1861,2654,18872,0,31860,0.0,0.0,106810.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3113,9,4,5,1,1,666,0,0,0,666,666,0,0,0,0,0,0,0,666,0,249,418,0,0,0,0,0,0,249,418,0,0,0,1,43,0,0,0,1,43,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,4,2,5,1252,1651,5409,18456,134.0,13806.0,999999,9999999,999999,9999999,999999,9999999,0,0,0,3488,3911,0,4265,6792,0.0,13806.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3114,9,3,5,1,1,1560,0,0,0,1560,1560,0,0,0,0,0,0,0,1560,0,1560,0,0,0,0,0,0,0,1560,0,0,0,1,1,34,2,1,0,4,34,38,10,99,99,99,99,99,99,99,99,99,7,1,0,0,0,12,2,1,1114,800,8013,27340,461.0,47400.0,999999,9999999,999999,9999999,999999,9999999,3805,0,0,1705,2865,0,0,22770,0.0,30116.0,17284.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3115,9,4,6,1,1,745,0,0,0,745,745,0,0,0,0,0,0,0,745,0,745,0,0,0,0,0,0,0,745,0,0,0,0,1,32,2,0,0,1,32,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,9,0,5,1129,4102,7568,25822,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,0,411,0,1998,12859,3795,2842,4328,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3116,9,9,9,4,0,1120,0,0,0,1120,1120,0,0,0,0,0,0,0,1120,0,1120,0,0,0,0,0,0,0,1120,0,0,0,1,1,55,1,0,0,1,55,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5,0,2,3946,1819,13832,47195,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3429,0,3921,3136,7298,7484,8317,20960,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3117,9,3,7,3,0,2500,0,0,0,2500,2500,0,0,0,0,0,0,0,2500,0,2500,0,0,0,0,0,0,0,2500,0,1,0,1,2,35,2,1,0,3,35,32,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,24,0,3,4575,1390,20054,68424,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3101,518,3546,10113,11412,8278,10443,28178,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,5000
3118,9,4,2,1,1,1808,0,0,0,1808,1808,0,0,0,0,0,0,0,1808,0,1808,0,0,0,0,0,0,0,1808,0,0,0,1,1,62,1,0,0,1,62,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,23,2,2,969,1353,4329,14771,597.0,61431.0,999999,9999999,999999,9999999,999999,9999999,0,413,0,3830,2899,0,612,7430,18769.0,29587.0,13075.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3119,9,1,8,1,1,1140,0,0,0,1140,1140,0,0,0,0,0,0,0,1140,0,1140,0,0,0,0,0,0,0,1140,0,0,0,0,2,28,2,0,0,2,28,99,99,99,99,99,99,99,99,99,99,99,28,1,0,0,0,15,0,5,3088,1421,6949,23710,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,2194,366,0,1780,3885,4781,4607,8657,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3120,9,1,4,3,1,3624,0,906,0,2718,1812,1812,0,0,0,0,0,906,1812,906,1298,2650,0,0,0,0,0,906,974,1744,0,0,0,2,65,0,1,0,2,65,99,99,99,99,99,99,99,99,99,99,99,61,1,0,0,0,9,0,2,3110,2110,15138,51651,746.0,76763.0,999999,9999999,999999,9999999,999999,9999999,2480,726,0,6275,11273,8618,0,25485,0.0,0.0,76763.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3121,9,3,9,4,1,1876,0,0,0,1876,1340,536,0,0,0,0,0,0,1340,536,565,1311,0,0,0,0,0,0,565,1311,0,0,1,1,75,1,0,0,1,75,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,4,0,2,3859,1547,6832,23311,35.0,3625.0,999999,9999999,506,46210,999999,9999999,2959,0,3383,2706,3532,3160,0,13913,3625.0,0.0,0.0,9999999,9999999,9999999,3897,42313,0,9999999
3122,9,2,1,2,1,338,169,0,0,169,169,169,0,169,0,0,0,0,169,0,169,338,0,169,0,0,0,0,0,169,0,0,0,1,45,2,0,0,1,45,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7,0,4,7463,513,4024,13730,728.0,74911.0,999999,9999999,999999,9999999,999999,9999999,3170,529,0,2898,695,0,0,10137,2452.0,15068.0,57391.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3123,9,3,9,1,1,2112,0,1056,0,1056,1056,1056,0,0,0,0,0,1056,1056,0,0,2112,0,0,0,0,0,1056,0,1056,0,0,0,1,25,1,0,0,2,25,99,99,99,99,99,99,99,99,99,99,99,10,1,0,0,1,1,0,2,3163,1645,12857,43868,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4129,0,0,3776,0,8999,8589,22504,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3124,9,3,9,3,0,1120,0,0,0,1120,1120,0,0,0,0,0,0,0,1120,0,1120,0,0,0,0,0,0,0,1120,0,0,0,0,1,32,1,1,0,2,32,99,99,99,99,99,99,99,99,99,99,99,6,1,0,0,0,12,0,1,3185,1653,13739,46876,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,5710,522,3576,2859,8575,6816,6645,21981,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3125,9,4,5,3,1,2688,0,0,400,2288,2288,400,0,0,0,400,0,0,2288,0,0,2688,0,0,0,400,0,0,0,2288,1,0,1,2,66,2,1,0,4,66,64,15,99,99,99,99,99,99,99,99,99,10,1,1,1,0,24,2,2,1056,918,10284,35089,532.0,54743.0,999999,9999999,999999,9999999,999999,9999999,0,576,3941,2618,0,0,0,32471,8524.0,31397.0,14822.0,9999999,9999999,9999999,9999999,9999999,9999999,5000
3126,9,3,4,1,1,4928,2464,0,400,2064,1720,3208,0,2464,0,400,0,0,1720,344,4528,2864,0,2464,0,400,0,0,2064,0,0,0,1,2,80,1,1,0,2,80,99,99,99,99,99,99,99,99,99,99,99,76,0,1,0,0,7,0,2,7530,722,5344,18234,1105.0,113705.0,999999,9999999,999999,9999999,999999,9999999,2598,434,0,1108,3668,0,1767,11691,0.0,24208.0,89497.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3127,9,3,9,1,1,1024,0,0,0,1024,1024,0,0,0,0,0,0,0,1024,0,0,1024,0,0,0,0,0,0,0,1024,0,0,0,1,45,2,0,0,1,45,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,6,0,1,5423,861,4071,13890,770.0,79233.0,999999,9999999,999999,9999999,999999,9999999,0,857,0,5023,0,0,0,8867,10248.0,16155.0,52830.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3128,9,3,9,4,0,2544,0,1272,0,1272,1272,1272,0,0,0,0,0,1272,1272,0,2544,1272,0,0,0,0,0,1272,1272,0,0,0,0,1,37,2,1,0,3,37,55,99,99,99,99,99,99,99,99,99,99,54,0,1,0,0,14,0,2,4011,988,16468,56190,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4287,716,0,3099,8001,11442,10529,23119,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3129,9,3,4,1,1,660,0,0,0,660,660,0,0,0,0,0,0,0,660,0,660,0,0,0,0,0,0,0,660,0,0,0,1,1,36,2,0,0,2,36,99,99,99,99,99,99,99,99,99,99,99,13,1,0,0,1,8,0,4,7843,612,7351,25080,202.0,20818.0,999999,9999999,999999,9999999,999999,9999999,2658,0,0,2430,2015,0,7859,12776,0.0,20818.0,0.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3130,9,3,4,2,1,5752,1113,0,650,3989,3989,1763,0,1113,0,650,0,0,3989,0,5102,1763,0,1113,0,650,0,0,3989,0,0,0,0,1,36,2,1,0,3,36,32,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,20,0,2,6694,879,6788,23161,901.0,92713.0,999999,9999999,999999,9999999,999999,9999999,2738,457,0,4453,2572,0,0,16136,0.0,24808.0,67905.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3131,9,3,7,4,0,2244,0,0,0,2244,2244,0,0,0,0,0,0,0,2244,0,2244,0,0,0,0,0,0,0,2244,0,1,0,0,2,40,2,1,0,6,40,47,18,17,16,99,99,99,99,99,99,99,15,1,0,0,0,12,0,2,4017,1624,19790,67523,999999.0,9999999.0,999999,9999999,449,41007,999999,9999999,7499,0,4696,4223,14684,15504,0,33112,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,0,41007,0,9999999
3132,9,3,1,2,0,2031,677,0,0,1354,1354,677,0,677,0,0,0,0,1354,0,290,2031,0,677,0,0,0,0,0,1354,0,0,0,1,35,2,1,0,4,35,39,9,99,99,99,99,99,99,99,99,99,6,1,0,0,0,13,0,2,8978,243,11567,39467,999999.0,9999999.0,727,100828,999999,9999999,999999,9999999,5491,502,0,2888,326,12587,0,23666,9999999.0,9999999.0,9999999.0,0,100828,0,9999999,9999999,9999999,9999999
3133,9,3,8,4,0,980,0,0,0,980,980,0,0,0,0,0,0,0,980,0,980,0,0,0,0,0,0,0,980,0,0,0,0,1,46,0,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7,0,1,3993,1005,11970,40840,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,4536,758,0,3445,5977,6990,10404,14024,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3134,9,9,5,4,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0,0,0,0,2,32,2,0,0,2,32,99,99,99,99,99,99,99,99,99,99,99,6,1,0,0,0,11,0,1,6706,1043,7264,24785,999999.0,9999999.0,999999,9999999,1210,110515,999999,9999999,0,0,5288,3752,2716,0,0,18317,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,10825,72716,26974,9999999
3135,9,3,1,2,0,3332,833,833,0,1666,1666,1666,0,833,0,0,0,833,1666,0,1999,3332,0,833,0,0,0,833,0,1666,0,0,0,1,26,2,0,0,2,26,99,99,99,99,99,99,99,99,99,99,99,5,1,0,0,0,9,0,3,5693,1105,7990,27262,999999.0,9999999.0,678,94094,999999,9999999,999999,9999999,3658,611,0,3345,2474,7972,0,13471,9999999.0,9999999.0,9999999.0,0,94094,0,9999999,9999999,9999999,9999999
3136,9,1,5,3,0,5735,2263,0,400,3072,3072,2663,0,2263,0,400,0,0,3072,0,5335,2663,0,2263,0,400,0,0,3072,0,0,0,0,2,54,2,1,0,4,54,51,16,99,99,99,99,99,99,99,99,99,14,1,0,0,0,24,0,2,5530,1045,18960,64692,999999.0,9999999.0,917,127179,999999,9999999,999999,9999999,9104,833,0,6856,12791,0,0,45045,9999999.0,9999999.0,9999999.0,0,90441,36738,9999999,9999999,9999999,9999999
3137,9,2,6,3,1,3811,0,0,650,3161,3811,0,0,0,650,0,0,0,3161,0,0,3811,0,0,0,650,0,0,0,3161,0,0,1,1,46,1,1,0,5,46,48,18,14,99,99,99,99,99,99,99,99,12,1,0,0,0,16,2,2,1222,566,5926,20220,346.0,35603.0,999999,9999999,999999,9999999,999999,9999999,0,415,0,4124,0,0,688,15408,10299.0,17172.0,8132.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3138,9,3,8,3,1,1342,471,0,400,471,942,400,471,0,0,400,0,0,471,0,942,400,471,0,0,400,0,0,471,0,1,0,0,2,49,2,1,0,3,49,49,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,23,0,2,7528,740,17970,61314,550.0,56595.0,999999,9999999,999999,9999999,999999,9999999,0,0,7751,13275,5459,0,4587,37993,8786.0,16558.0,31251.0,9999999,9999999,9999999,9999999,9999999,9999999,60000
3139,9,1,6,2,0,478,0,0,0,478,478,0,0,0,0,0,0,0,478,0,478,0,0,0,0,0,0,0,478,0,0,0,0,2,34,2,0,0,1,34,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,18,3,5,2160,2835,10068,34353,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3362,561,0,3291,11080,5180,4946,9856,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3140,5,1,7,1,0,800,0,0,0,800,800,0,0,0,0,0,0,0,800,0,800,0,0,0,0,0,0,0,800,0,0,0,0,1,28,2,0,0,1,28,99,99,99,99,99,99,99,99,99,99,99,99,1,0,1,0,8,0,3,1486,2653,9635,32875,999999.0,9999999.0,999999,9999999,999999,9999999,999999,9999999,3112,520,0,2524,9517,4795,4188,11851,9999999.0,9999999.0,9999999.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3141,9,1,1,3,1,1600,0,0,0,1600,1600,0,0,0,0,0,0,0,1600,0,533,1600,0,0,0,0,0,0,0,1600,0,0,0,1,24,2,1,0,3,24,23,99,99,99,99,99,99,99,99,99,99,1,1,0,0,0,11,0,4,5325,1256,5017,17118,1268.0,130477.0,999999,9999999,999999,9999999,999999,9999999,2367,0,0,1010,4144,0,0,11964,8944.0,33112.0,88421.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3142,9,3,6,3,1,812,0,0,0,812,487,325,0,0,0,0,0,0,487,325,162,812,0,0,0,0,0,0,0,812,0,0,1,1,27,1,1,0,5,27,24,5,4,99,99,99,99,99,99,99,99,1,1,0,0,0,9,0,1,5323,840,12695,43315,306.0,31487.0,999999,9999999,999999,9999999,999999,9999999,4522,755,6555,4134,1921,0,10341,26919,4326.0,16437.0,10724.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3143,9,5,1,1,1,1731,546,0,0,1185,848,884,137,410,0,0,0,0,711,474,346,1731,0,546,0,0,0,0,0,1185,0,0,1,1,86,1,0,1,1,86,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3,0,3,5447,708,2920,9963,995.0,102386.0,999999,9999999,999999,9999999,999999,9999999,1302,0,0,2234,647,0,3393,3689,3699.0,18570.0,80117.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3144,9,2,4,3,1,2852,682,744,250,1176,1176,1676,0,682,0,250,0,744,1176,0,2602,1676,0,682,0,250,0,744,1176,0,0,0,1,2,40,2,1,0,5,40,34,5,5,99,99,99,99,99,99,99,99,60,1,0,0,0,19,0,2,5131,1272,7474,25501,1229.0,126464.0,999999,9999999,999999,9999999,999999,9999999,0,658,0,5285,4545,0,0,15671,19201.0,32015.0,75248.0,9999999,9999999,9999999,9999999,9999999,9999999,9999999
3145,9,1,2,1,1,3400,850,850,0,1700,1700,1700,0,850,0,0,0,850,1700,0,2833,3400,0,850,0,0,0,850,0,1700,0,0,1,1,84,1,0,0,1,84,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,12,0,2,5214,1067,5898,20124,999999.0,9999999.0,950,131756,999999,9999999,999999,9999999,2851,0,0,2791,2599,3044,1617,10073,9999999.0,9999999.0,9999999.0,0,131756,0,9999999,9999999,9999999,9999999
